uid,from_uid,dropout,embedding_size,epoch,lr,train f1,valid ppl
19753929_5,19753929_4,0.07043706937101649,256,5,0.03230601552060795,0.98752,1.59
19753929_6,19753929_5,0.07043706937101649,256,6,0.03230601552060795,0.98920,1.57
19753929_7,19753929_6,0.07043706937101649,256,7,0.03230601552060795,0.99180,1.70
19753929_8,19753929_7,0.07043706937101649,256,8,0.03230601552060795,0.99676,1.73
19753929_9,19753929_8,0.07043706937101649,256,9,0.03230601552060795,0.99920,1.80
19753929_10,19753929_9,0.07043706937101649,256,10,0.03230601552060795,0.99980,1.79
19753929_11,19753929_10,0.07043706937101649,256,11,0.03230601552060795,0.99996,1.82
19753929_12,19753929_11,0.07043706937101649,256,12,0.03230601552060795,0.99996,1.73
19753929_13,19753929_12,0.07043706937101649,256,13,0.03230601552060795,1.00000,1.70
19753929_14,19753929_13,0.07043706937101649,256,14,0.03230601552060795,1.00000,1.69
19753929_15,19753929_14,0.07043706937101649,256,15,0.03230601552060795,1.00000,1.69
19753929_16,19753929_15,0.07043706937101649,256,16,0.03230601552060795,1.00000,1.69
19753929_17,19753929_16,0.07043706937101649,256,17,0.03230601552060795,1.00000,1.68
19753929_18,19753929_17,0.07043706937101649,256,18,0.03230601552060795,1.00000,1.68
19753929_19,19753929_18,0.07043706937101649,256,19,0.03230601552060795,1.00000,1.68
19753929_20,19753929_19,0.07043706937101649,256,20,0.03230601552060795,1.00000,1.69
19753929_21,19753929_20,0.07043706937101649,256,21,0.03230601552060795,1.00000,1.69
19753929_22,19753929_21,0.07043706937101649,256,22,0.03230601552060795,1.00000,1.69
19753929_23,19753929_22,0.07043706937101649,256,23,0.03230601552060795,1.00000,1.69
19753929_24,19753929_23,0.07043706937101649,256,24,0.03230601552060795,1.00000,1.69
19753936_1,,0.09867581897598016,2048,1,0.0014737068513956256,0.71755,1.25
19753936_2,19753936_1,0.09867581897598016,2048,2,0.0014737068513956256,0.82610,1.23
19753936_3,19753936_2,0.09867581897598016,2048,3,0.0014737068513956256,0.87080,1.21
19753936_4,19753936_3,0.09867581897598016,2048,4,0.0014737068513956256,0.92214,1.24
19753936_5,19753936_4,0.09867581897598016,2048,5,0.0014737068513956256,0.96599,1.31
19753936_6,19753936_5,0.09867581897598016,2048,6,0.0014737068513956256,0.98928,1.44
19753936_7,19753936_6,0.09867581897598016,2048,7,0.0014737068513956256,0.99696,1.49
19753936_8,19753936_7,0.09867581897598016,2048,8,0.0014737068513956256,0.99936,1.55
19753936_9,19753936_8,0.09867581897598016,2048,9,0.0014737068513956256,0.99988,1.57
19753936_10,19753936_9,0.09867581897598016,2048,10,0.0014737068513956256,0.99992,1.57
19753936_11,19753936_10,0.09867581897598016,2048,11,0.0014737068513956256,0.99996,1.57
19753936_12,19753936_11,0.09867581897598016,2048,12,0.0014737068513956256,1.00000,1.58
19753936_13,19753936_12,0.09867581897598016,2048,13,0.0014737068513956256,1.00000,1.58
19753936_14,19753936_13,0.09867581897598016,2048,14,0.0014737068513956256,1.00000,1.58
19753936_15,19753936_14,0.09867581897598016,2048,15,0.0014737068513956256,1.00000,1.58
19753936_16,19753936_15,0.09867581897598016,2048,16,0.0014737068513956256,1.00000,1.57
19753936_17,19753936_16,0.09867581897598016,2048,17,0.0014737068513956256,1.00000,1.58
19753936_18,19753936_17,0.09867581897598016,2048,18,0.0014737068513956256,1.00000,1.57
19753936_19,19753936_18,0.09867581897598016,2048,19,0.0014737068513956256,1.00000,1.57
19753936_20,19753936_19,0.09867581897598016,2048,20,0.0014737068513956256,1.00000,1.57
19753936_21,19753936_20,0.09867581897598016,2048,21,0.0014737068513956256,1.00000,1.56
19753936_22,19753936_21,0.09867581897598016,2048,22,0.0014737068513956256,0.99996,1.56
19753936_23,19753936_22,0.09867581897598016,2048,23,0.0014737068513956256,0.99996,1.56
19753936_24,19753936_23,0.09867581897598016,2048,24,0.0014737068513956256,1.00000,1.55
19753936_25,19753936_24,0.09867581897598016,2048,25,0.0014737068513956256,1.00000,1.56
19753936_26,19753936_25,0.09867581897598016,2048,26,0.0014737068513956256,1.00000,1.56
19753936_27,19753936_26,0.09867581897598016,2048,27,0.0014737068513956256,1.00000,1.55
19753936_28,19753936_27,0.09867581897598016,2048,28,0.0014737068513956256,1.00000,1.56
19753936_29,19753936_28,0.09867581897598016,2048,29,0.0014737068513956256,0.99996,1.55
19753936_30,19753936_29,0.09867581897598016,2048,30,0.0014737068513956256,1.00000,1.55
19753936_31,19753936_30,0.09867581897598016,2048,31,0.0014737068513956256,1.00000,1.55
19753936_32,19753936_31,0.09867581897598016,2048,32,0.0014737068513956256,1.00000,1.55
19753936_33,19753936_32,0.09867581897598016,2048,33,0.0014737068513956256,1.00000,1.54
19753942_1,,0.12732349446900543,32,1,0.00024344600504818783,0.50576,1.41
19753942_2,19753942_1,0.12732349446900543,32,2,0.00024344600504818783,0.51765,1.41
19753942_3,19753942_2,0.12732349446900543,32,3,0.00024344600504818783,0.52669,1.41
19753942_4,19753942_3,0.12732349446900543,32,4,0.00024344600504818783,0.53397,1.41
19753942_5,19753942_4,0.12732349446900543,32,5,0.00024344600504818783,0.54557,1.41
19753942_6,19753942_5,0.12732349446900543,32,6,0.00024344600504818783,0.55934,1.41
19753942_7,19753942_6,0.12732349446900543,32,7,0.00024344600504818783,0.57082,1.41
19753942_8,19753942_7,0.12732349446900543,32,8,0.00024344600504818783,0.58035,1.41
19753954_1,,0.09155118376572255,64,1,0.09261460784300356,0.78929,1.18
19753954_2,19753954_1,0.09155118376572255,64,2,0.09261460784300356,0.93406,1.27
19753954_3,19753954_2,0.09155118376572255,64,3,0.09261460784300356,0.97507,1.37
19753954_4,19753954_3,0.09155118376572255,64,4,0.09261460784300356,0.98676,1.38
19753954_5,19753954_4,0.09155118376572255,64,5,0.09261460784300356,0.99716,1.60
19753954_6,19753954_5,0.09155118376572255,64,6,0.09261460784300356,0.99908,1.68
19753954_7,19753954_6,0.09155118376572255,64,7,0.09261460784300356,0.99972,1.72
19753954_8,19753954_7,0.09155118376572255,64,8,0.09261460784300356,0.99984,1.73
19753954_9,19753954_8,0.09155118376572255,64,9,0.09261460784300356,0.99988,1.78
19753954_10,19753954_9,0.09155118376572255,64,10,0.09261460784300356,0.99992,1.82
19753954_11,19753954_10,0.09155118376572255,64,11,0.09261460784300356,0.99992,1.80
19753954_12,19753954_11,0.09155118376572255,64,12,0.09261460784300356,0.99992,1.80
19753954_13,19753954_12,0.09155118376572255,64,13,0.09261460784300356,0.99992,1.80
19753977_1,,0.20955890912820563,16,1,0.0022677329688118994,0.50292,1.41
19753977_2,19753977_1,0.20955890912820563,16,2,0.0022677329688118994,0.51765,1.41
19753977_3,19753977_2,0.20955890912820563,16,3,0.0022677329688118994,0.53545,1.41
19753977_4,19753977_3,0.20955890912820563,16,4,0.0022677329688118994,0.56802,1.41
19753977_5,19753977_4,0.20955890912820563,16,5,0.0022677329688118994,0.61096,1.41
19753977_6,19753977_5,0.20955890912820563,16,6,0.0022677329688118994,0.68486,1.38
19753977_7,19753977_6,0.20955890912820563,16,7,0.0022677329688118994,0.76528,1.27
19753977_8,19753977_7,0.20955890912820563,16,8,0.0022677329688118994,0.82166,1.23
19753977_9,19753977_8,0.20955890912820563,16,9,0.0022677329688118994,0.84699,1.21
19753977_10,19753977_9,0.20955890912820563,16,10,0.0022677329688118994,0.86364,1.21
19753977_11,19753977_10,0.20955890912820563,16,11,0.0022677329688118994,0.87176,1.20
19753977_12,19753977_11,0.20955890912820563,16,12,0.0022677329688118994,0.87832,1.20
19753977_13,19753977_12,0.20955890912820563,16,13,0.0022677329688118994,0.88232,1.20
19753977_14,19753977_13,0.20955890912820563,16,14,0.0022677329688118994,0.88648,1.19
19753977_15,19753977_14,0.20955890912820563,16,15,0.0022677329688118994,0.89149,1.19
19753977_16,19753977_15,0.20955890912820563,16,16,0.0022677329688118994,0.89169,1.19
19753977_17,19753977_16,0.20955890912820563,16,17,0.0022677329688118994,0.89513,1.19
19753977_18,19753977_17,0.20955890912820563,16,18,0.0022677329688118994,0.89429,1.19
19753977_19,19753977_18,0.20955890912820563,16,19,0.0022677329688118994,0.89849,1.19
19753977_20,19753977_19,0.20955890912820563,16,20,0.0022677329688118994,0.90077,1.19
19753977_21,19753977_20,0.20955890912820563,16,21,0.0022677329688118994,0.90277,1.19
19753977_22,19753977_21,0.20955890912820563,16,22,0.0022677329688118994,0.90373,1.19
19753977_23,19753977_22,0.20955890912820563,16,23,0.0022677329688118994,0.90441,1.19
19753977_24,19753977_23,0.20955890912820563,16,24,0.0022677329688118994,0.90525,1.19
19753977_25,19753977_24,0.20955890912820563,16,25,0.0022677329688118994,0.90593,1.19
19753977_26,19753977_25,0.20955890912820563,16,26,0.0022677329688118994,0.90673,1.19
19753977_27,19753977_26,0.20955890912820563,16,27,0.0022677329688118994,0.90889,1.19
19753977_28,19753977_27,0.20955890912820563,16,28,0.0022677329688118994,0.91053,1.19
19753977_29,19753977_28,0.20955890912820563,16,29,0.0022677329688118994,0.91065,1.19
19753977_30,19753977_29,0.20955890912820563,16,30,0.0022677329688118994,0.91017,1.19
19753977_31,19753977_30,0.20955890912820563,16,31,0.0022677329688118994,0.91205,1.19
19753977_32,19753977_31,0.20955890912820563,16,32,0.0022677329688118994,0.91161,1.19
19753977_33,19753977_32,0.20955890912820563,16,33,0.0022677329688118994,0.91257,1.19
19753977_34,19753977_33,0.20955890912820563,16,34,0.0022677329688118994,0.91141,1.19
19753977_35,19753977_34,0.20955890912820563,16,35,0.0022677329688118994,0.91313,1.19
19753977_36,19753977_35,0.20955890912820563,16,36,0.0022677329688118994,0.91449,1.19
19753977_37,19753977_36,0.20955890912820563,16,37,0.0022677329688118994,0.91545,1.19
19753977_38,19753977_37,0.20955890912820563,16,38,0.0022677329688118994,0.91765,1.19
19753977_39,19753977_38,0.20955890912820563,16,39,0.0022677329688118994,0.91649,1.19
19753977_40,19753977_39,0.20955890912820563,16,40,0.0022677329688118994,0.91893,1.19
19753977_41,19753977_40,0.20955890912820563,16,41,0.0022677329688118994,0.91909,1.19
19753977_42,19753977_41,0.20955890912820563,16,42,0.0022677329688118994,0.91741,1.19
19753977_43,19753977_42,0.20955890912820563,16,43,0.0022677329688118994,0.91941,1.19
19753977_44,19753977_43,0.20955890912820563,16,44,0.0022677329688118994,0.92057,1.19
19753977_45,19753977_44,0.20955890912820563,16,45,0.0022677329688118994,0.91757,1.19
19753977_46,19753977_45,0.20955890912820563,16,46,0.0022677329688118994,0.92153,1.19
19753977_47,19753977_46,0.20955890912820563,16,47,0.0022677329688118994,0.91909,1.19
19753998_1,,0.07661239996535057,32,1,0.0014000968564742181,0.50384,1.41
19754100_1,,0.100852620850028,8,1,0.013485880701128479,0.50892,1.41
19754100_2,19754100_1,0.100852620850028,8,2,0.013485880701128479,0.58819,1.35
19754100_3,19754100_2,0.100852620850028,8,3,0.013485880701128479,0.82358,1.20
19754100_4,19754100_3,0.100852620850028,8,4,0.013485880701128479,0.88360,1.18
19754100_5,19754100_4,0.100852620850028,8,5,0.013485880701128479,0.90941,1.18
19754100_6,19754100_5,0.100852620850028,8,6,0.013485880701128479,0.92562,1.18
19754103_1,,0.19543989215541294,8,1,0.017213438271129592,0.51016,1.41
19754103_2,19754103_1,0.19543989215541294,8,2,0.017213438271129592,0.64881,1.24
19754103_3,19754103_2,0.19543989215541294,8,3,0.017213438271129592,0.86036,1.18
19754103_4,19754103_3,0.19543989215541294,8,4,0.017213438271129592,0.90685,1.18
19754103_5,19754103_4,0.19543989215541294,8,5,0.017213438271129592,0.92362,1.18
19754103_6,19754103_5,0.19543989215541294,8,6,0.017213438271129592,0.92998,1.18
19754103_7,19754103_6,0.19543989215541294,8,7,0.017213438271129592,0.93606,1.18
19754103_8,19754103_7,0.19543989215541294,8,8,0.017213438271129592,0.94278,1.18
19754103_9,19754103_8,0.19543989215541294,8,9,0.017213438271129592,0.94834,1.19
19754103_10,19754103_9,0.19543989215541294,8,10,0.017213438271129592,0.95451,1.19
19754103_11,19754103_10,0.19543989215541294,8,11,0.017213438271129592,0.95603,1.19
19754103_12,19754103_11,0.19543989215541294,8,12,0.017213438271129592,0.95679,1.20
19754103_13,19754103_12,0.19543989215541294,8,13,0.017213438271129592,0.95979,1.20
19754103_14,19754103_13,0.19543989215541294,8,14,0.017213438271129592,0.96187,1.20
19754103_15,19754103_14,0.19543989215541294,8,15,0.017213438271129592,0.96331,1.21
19754103_16,19754103_15,0.19543989215541294,8,16,0.017213438271129592,0.96443,1.21
19754103_17,19754103_16,0.19543989215541294,8,17,0.017213438271129592,0.96535,1.21
19754103_18,19754103_17,0.19543989215541294,8,18,0.017213438271129592,0.96695,1.21
19754103_19,19754103_18,0.19543989215541294,8,19,0.017213438271129592,0.96847,1.22
19754103_20,19754103_19,0.19543989215541294,8,20,0.017213438271129592,0.96907,1.22
19754103_21,19754103_20,0.19543989215541294,8,21,0.017213438271129592,0.96959,1.22
19754103_22,19754103_21,0.19543989215541294,8,22,0.017213438271129592,0.97123,1.23
19754103_23,19754103_22,0.19543989215541294,8,23,0.017213438271129592,0.97015,1.23
19754103_24,19754103_23,0.19543989215541294,8,24,0.017213438271129592,0.97295,1.23
19754103_25,19754103_24,0.19543989215541294,8,25,0.017213438271129592,0.97259,1.23
19754103_26,19754103_25,0.19543989215541294,8,26,0.017213438271129592,0.97391,1.23
19754103_27,19754103_26,0.19543989215541294,8,27,0.017213438271129592,0.97551,1.24
19754103_28,19754103_27,0.19543989215541294,8,28,0.017213438271129592,0.97503,1.24
19754103_29,19754103_28,0.19543989215541294,8,29,0.017213438271129592,0.97643,1.24
19754103_30,19754103_29,0.19543989215541294,8,30,0.017213438271129592,0.97783,1.24
19754103_31,19754103_30,0.19543989215541294,8,31,0.017213438271129592,0.97759,1.25
19754103_32,19754103_31,0.19543989215541294,8,32,0.017213438271129592,0.97763,1.25
19754103_33,19754103_32,0.19543989215541294,8,33,0.017213438271129592,0.97847,1.25
19754103_34,19754103_33,0.19543989215541294,8,34,0.017213438271129592,0.97723,1.25
19754199_1,,0.06095825156616613,128,1,0.004991603240208014,0.61652,1.26
19754199_2,19754199_1,0.06095825156616613,128,2,0.004991603240208014,0.85503,1.17
19754199_3,19754199_2,0.06095825156616613,128,3,0.004991603240208014,0.92322,1.18
19754199_4,19754199_3,0.06095825156616613,128,4,0.004991603240208014,0.96259,1.24
19754199_5,19754199_4,0.06095825156616613,128,5,0.004991603240208014,0.98307,1.33
19754199_6,19754199_5,0.06095825156616613,128,6,0.004991603240208014,0.99284,1.39
19754199_7,19754199_6,0.06095825156616613,128,7,0.004991603240208014,0.99688,1.45
19754199_8,19754199_7,0.06095825156616613,128,8,0.004991603240208014,0.99788,1.47
19754199_9,19754199_8,0.06095825156616613,128,9,0.004991603240208014,0.99888,1.50
19754199_10,19754199_9,0.06095825156616613,128,10,0.004991603240208014,0.99948,1.53
19754199_11,19754199_10,0.06095825156616613,128,11,0.004991603240208014,0.99964,1.54
19754199_12,19754199_11,0.06095825156616613,128,12,0.004991603240208014,0.99968,1.56
19754199_13,19754199_12,0.06095825156616613,128,13,0.004991603240208014,0.99984,1.56
19754199_14,19754199_13,0.06095825156616613,128,14,0.004991603240208014,0.99968,1.58
19754199_15,19754199_14,0.06095825156616613,128,15,0.004991603240208014,0.99988,1.59
19754199_16,19754199_15,0.06095825156616613,128,16,0.004991603240208014,0.99984,1.60
19754199_17,19754199_16,0.06095825156616613,128,17,0.004991603240208014,0.99996,1.60
19754199_18,19754199_17,0.06095825156616613,128,18,0.004991603240208014,0.99984,1.61
19754199_19,19754199_18,0.06095825156616613,128,19,0.004991603240208014,0.99992,1.62
19754199_20,19754199_19,0.06095825156616613,128,20,0.004991603240208014,0.99984,1.62
19754199_21,19754199_20,0.06095825156616613,128,21,0.004991603240208014,0.99984,1.62
19754199_22,19754199_21,0.06095825156616613,128,22,0.004991603240208014,0.99992,1.63
19754199_23,19754199_22,0.06095825156616613,128,23,0.004991603240208014,0.99988,1.63
19754199_24,19754199_23,0.06095825156616613,128,24,0.004991603240208014,0.99984,1.64
19754199_25,19754199_24,0.06095825156616613,128,25,0.004991603240208014,0.99992,1.64
19754199_26,19754199_25,0.06095825156616613,128,26,0.004991603240208014,0.99992,1.64
19754199_27,19754199_26,0.06095825156616613,128,27,0.004991603240208014,0.99996,1.63
19754199_28,19754199_27,0.06095825156616613,128,28,0.004991603240208014,0.99988,1.64
19754232_1,,0.08207397441579092,16,1,0.0006322511961043391,0.49780,1.41
19754232_2,19754232_1,0.08207397441579092,16,2,0.0006322511961043391,0.51124,1.41
19754232_3,19754232_2,0.08207397441579092,16,3,0.0006322511961043391,0.52557,1.41
19754232_4,19754232_3,0.08207397441579092,16,4,0.0006322511961043391,0.54081,1.41
19754232_5,19754232_4,0.08207397441579092,16,5,0.0006322511961043391,0.55230,1.41
19754232_6,19754232_5,0.08207397441579092,16,6,0.0006322511961043391,0.56510,1.41
19754232_7,19754232_6,0.08207397441579092,16,7,0.0006322511961043391,0.57366,1.41
19754232_8,19754232_7,0.08207397441579092,16,8,0.0006322511961043391,0.58147,1.41
19754232_9,19754232_8,0.08207397441579092,16,9,0.0006322511961043391,0.58899,1.41
19754232_10,19754232_9,0.08207397441579092,16,10,0.0006322511961043391,0.59491,1.41
19754232_11,19754232_10,0.08207397441579092,16,11,0.0006322511961043391,0.60035,1.41
19754232_12,19754232_11,0.08207397441579092,16,12,0.0006322511961043391,0.60731,1.41
19754232_13,19754232_12,0.08207397441579092,16,13,0.0006322511961043391,0.61152,1.41
19754232_14,19754232_13,0.08207397441579092,16,14,0.0006322511961043391,0.61464,1.41
19754232_15,19754232_14,0.08207397441579092,16,15,0.0006322511961043391,0.61964,1.41
19754232_16,19754232_15,0.08207397441579092,16,16,0.0006322511961043391,0.62536,1.41
19754232_17,19754232_16,0.08207397441579092,16,17,0.0006322511961043391,0.62604,1.41
19754232_18,19754232_17,0.08207397441579092,16,18,0.0006322511961043391,0.63140,1.41
19754232_19,19754232_18,0.08207397441579092,16,19,0.0006322511961043391,0.63332,1.41
19754232_20,19754232_19,0.08207397441579092,16,20,0.0006322511961043391,0.63856,1.41
19754232_21,19754232_20,0.08207397441579092,16,21,0.0006322511961043391,0.64125,1.41
19754232_22,19754232_21,0.08207397441579092,16,22,0.0006322511961043391,0.64469,1.41
19754232_23,19754232_22,0.08207397441579092,16,23,0.0006322511961043391,0.64821,1.41
19754232_24,19754232_23,0.08207397441579092,16,24,0.0006322511961043391,0.65045,1.41
19754232_25,19754232_24,0.08207397441579092,16,25,0.0006322511961043391,0.65269,1.41
19754232_26,19754232_25,0.08207397441579092,16,26,0.0006322511961043391,0.65289,1.41
19754232_27,19754232_26,0.08207397441579092,16,27,0.0006322511961043391,0.65741,1.41
19754233_1,,0.13196320177902396,32,1,0.00121664701325301,0.51448,1.41
19754233_2,19754233_1,0.13196320177902396,32,2,0.00121664701325301,0.54545,1.41
19754233_3,19754233_2,0.13196320177902396,32,3,0.00121664701325301,0.61372,1.39
19754233_4,19754233_3,0.13196320177902396,32,4,0.00121664701325301,0.71491,1.32
19754233_5,19754233_4,0.13196320177902396,32,5,0.00121664701325301,0.78957,1.25
19754233_6,19754233_5,0.13196320177902396,32,6,0.00121664701325301,0.83151,1.22
19754233_7,19754233_6,0.13196320177902396,32,7,0.00121664701325301,0.85283,1.21
19754233_8,19754233_7,0.13196320177902396,32,8,0.00121664701325301,0.86320,1.20
19754271_1,,0.08121852748236683,128,1,0.017577247567043017,0.68406,1.18
19754271_2,19754271_1,0.08121852748236683,128,2,0.017577247567043017,0.89721,1.16
19754271_3,19754271_2,0.08121852748236683,128,3,0.017577247567043017,0.95222,1.22
19754271_4,19754271_3,0.08121852748236683,128,4,0.017577247567043017,0.98315,1.34
19754271_5,19754271_4,0.08121852748236683,128,5,0.017577247567043017,0.99480,1.48
19754271_6,19754271_5,0.08121852748236683,128,6,0.017577247567043017,0.99804,1.53
19754271_7,19754271_6,0.08121852748236683,128,7,0.017577247567043017,0.99920,1.62
19754271_8,19754271_7,0.08121852748236683,128,8,0.017577247567043017,0.99968,1.60
19754271_9,19754271_8,0.08121852748236683,128,9,0.017577247567043017,0.99984,1.60
19754271_10,19754271_9,0.08121852748236683,128,10,0.017577247567043017,0.99996,1.62
19754271_11,19754271_10,0.08121852748236683,128,11,0.017577247567043017,1.00000,1.62
19754271_12,19754271_11,0.08121852748236683,128,12,0.017577247567043017,1.00000,1.65
19754271_13,19754271_12,0.08121852748236683,128,13,0.017577247567043017,1.00000,1.64
19754271_14,19754271_13,0.08121852748236683,128,14,0.017577247567043017,0.99996,1.64
19754271_15,19754271_14,0.08121852748236683,128,15,0.017577247567043017,0.99996,1.64
19754271_16,19754271_15,0.08121852748236683,128,16,0.017577247567043017,1.00000,1.64
19754271_17,19754271_16,0.08121852748236683,128,17,0.017577247567043017,1.00000,1.65
19754271_18,19754271_17,0.08121852748236683,128,18,0.017577247567043017,0.99996,1.65
19754271_19,19754271_18,0.08121852748236683,128,19,0.017577247567043017,1.00000,1.66
19754271_20,19754271_19,0.08121852748236683,128,20,0.017577247567043017,1.00000,1.66
19754271_21,19754271_20,0.08121852748236683,128,21,0.017577247567043017,1.00000,1.66
19754271_22,19754271_21,0.08121852748236683,128,22,0.017577247567043017,1.00000,1.66
19754271_23,19754271_22,0.08121852748236683,128,23,0.017577247567043017,1.00000,1.66
19754271_24,19754271_23,0.08121852748236683,128,24,0.017577247567043017,1.00000,1.66
19754271_25,19754271_24,0.08121852748236683,128,25,0.017577247567043017,1.00000,1.66
19754271_26,19754271_25,0.08121852748236683,128,26,0.017577247567043017,1.00000,1.66
19754271_27,19754271_26,0.08121852748236683,128,27,0.017577247567043017,1.00000,1.66
19754271_28,19754271_27,0.08121852748236683,128,28,0.017577247567043017,1.00000,1.66
19754271_29,19754271_28,0.08121852748236683,128,29,0.017577247567043017,0.99996,1.66
19754271_30,19754271_29,0.08121852748236683,128,30,0.017577247567043017,1.00000,1.67
19754271_31,19754271_30,0.08121852748236683,128,31,0.017577247567043017,1.00000,1.68
19754271_32,19754271_31,0.08121852748236683,128,32,0.017577247567043017,1.00000,1.67
19754271_33,19754271_32,0.08121852748236683,128,33,0.017577247567043017,1.00000,1.66
19754271_34,19754271_33,0.08121852748236683,128,34,0.017577247567043017,1.00000,1.66
19754271_35,19754271_34,0.08121852748236683,128,35,0.017577247567043017,1.00000,1.66
19754271_36,19754271_35,0.08121852748236683,128,36,0.017577247567043017,1.00000,1.67
19754271_37,19754271_36,0.08121852748236683,128,37,0.017577247567043017,1.00000,1.66
19754271_38,19754271_37,0.08121852748236683,128,38,0.017577247567043017,1.00000,1.66
19754271_39,19754271_38,0.08121852748236683,128,39,0.017577247567043017,1.00000,1.69
19754271_40,19754271_39,0.08121852748236683,128,40,0.017577247567043017,1.00000,1.67
19754272_1,,0.09103714415391442,512,1,0.006159636729339395,0.76100,1.22
19754272_2,19754272_1,0.09103714415391442,512,2,0.006159636729339395,0.88156,1.18
19754272_3,19754272_2,0.09103714415391442,512,3,0.006159636729339395,0.95487,1.25
19754272_4,19754272_3,0.09103714415391442,512,4,0.006159636729339395,0.98764,1.37
19754272_5,19754272_4,0.09103714415391442,512,5,0.006159636729339395,0.99760,1.47
19754272_6,19754272_5,0.09103714415391442,512,6,0.006159636729339395,0.99944,1.53
19754272_7,19754272_6,0.09103714415391442,512,7,0.006159636729339395,0.99984,1.57
19754272_8,19754272_7,0.09103714415391442,512,8,0.006159636729339395,0.99984,1.59
19754272_9,19754272_8,0.09103714415391442,512,9,0.006159636729339395,1.00000,1.60
19754272_10,19754272_9,0.09103714415391442,512,10,0.006159636729339395,1.00000,1.61
19754272_11,19754272_10,0.09103714415391442,512,11,0.006159636729339395,1.00000,1.62
19754272_12,19754272_11,0.09103714415391442,512,12,0.006159636729339395,1.00000,1.62
19754272_13,19754272_12,0.09103714415391442,512,13,0.006159636729339395,0.99996,1.63
19754272_14,19754272_13,0.09103714415391442,512,14,0.006159636729339395,1.00000,1.63
19754272_15,19754272_14,0.09103714415391442,512,15,0.006159636729339395,1.00000,1.63
19754272_16,19754272_15,0.09103714415391442,512,16,0.006159636729339395,1.00000,1.64
19754272_17,19754272_16,0.09103714415391442,512,17,0.006159636729339395,1.00000,1.64
19754272_18,19754272_17,0.09103714415391442,512,18,0.006159636729339395,1.00000,1.64
19754272_19,19754272_18,0.09103714415391442,512,19,0.006159636729339395,1.00000,1.64
19754272_20,19754272_19,0.09103714415391442,512,20,0.006159636729339395,1.00000,1.64
19754272_21,19754272_20,0.09103714415391442,512,21,0.006159636729339395,1.00000,1.64
19754272_22,19754272_21,0.09103714415391442,512,22,0.006159636729339395,1.00000,1.64
19754272_23,19754272_22,0.09103714415391442,512,23,0.006159636729339395,1.00000,1.64
19754322_1,,0.15024438207367344,32,1,0.10127983490890166,0.76801,1.16
19754322_2,19754322_1,0.15024438207367344,32,2,0.10127983490890166,0.92338,1.21
19754322_3,19754322_2,0.15024438207367344,32,3,0.10127983490890166,0.96643,1.31
19754322_4,19754322_3,0.15024438207367344,32,4,0.10127983490890166,0.97883,1.30
19754322_5,19754322_4,0.15024438207367344,32,5,0.10127983490890166,0.99112,1.44
19754322_6,19754322_5,0.15024438207367344,32,6,0.10127983490890166,0.99648,1.52
19754322_7,19754322_6,0.15024438207367344,32,7,0.10127983490890166,0.99824,1.63
19754322_8,19754322_7,0.15024438207367344,32,8,0.10127983490890166,0.99868,1.60
19754322_9,19754322_8,0.15024438207367344,32,9,0.10127983490890166,0.99908,1.68
19754322_10,19754322_9,0.15024438207367344,32,10,0.10127983490890166,0.99904,1.66
19754322_11,19754322_10,0.15024438207367344,32,11,0.10127983490890166,0.99960,1.68
19754322_12,19754322_11,0.15024438207367344,32,12,0.10127983490890166,0.99944,1.68
19754322_13,19754322_12,0.15024438207367344,32,13,0.10127983490890166,0.99948,1.70
19754322_14,19754322_13,0.15024438207367344,32,14,0.10127983490890166,0.99944,1.68
19754322_15,19754322_14,0.15024438207367344,32,15,0.10127983490890166,0.99924,1.69
19754330_1,,0.11882150857999652,32,1,0.048702991903883316,0.78173,1.15
19754330_2,19754330_1,0.11882150857999652,32,2,0.048702991903883316,0.93070,1.18
19754330_3,19754330_2,0.11882150857999652,32,3,0.048702991903883316,0.98035,1.28
19754330_4,19754330_3,0.11882150857999652,32,4,0.048702991903883316,0.99356,1.36
19754330_5,19754330_4,0.11882150857999652,32,5,0.048702991903883316,0.99800,1.42
19754330_6,19754330_5,0.11882150857999652,32,6,0.048702991903883316,0.99864,1.46
19754330_7,19754330_6,0.11882150857999652,32,7,0.048702991903883316,0.99948,1.49
19754330_8,19754330_7,0.11882150857999652,32,8,0.048702991903883316,0.99952,1.52
19754330_9,19754330_8,0.11882150857999652,32,9,0.048702991903883316,0.99960,1.55
19754330_10,19754330_9,0.11882150857999652,32,10,0.048702991903883316,0.99960,1.55
19754330_11,19754330_10,0.11882150857999652,32,11,0.048702991903883316,0.99976,1.57
19754330_12,19754330_11,0.11882150857999652,32,12,0.048702991903883316,0.99980,1.58
19754330_13,19754330_12,0.11882150857999652,32,13,0.048702991903883316,0.99980,1.59
19754330_14,19754330_13,0.11882150857999652,32,14,0.048702991903883316,0.99992,1.60
19754330_15,19754330_14,0.11882150857999652,32,15,0.048702991903883316,0.99984,1.61
19754330_16,19754330_15,0.11882150857999652,32,16,0.048702991903883316,0.99996,1.63
19754330_17,19754330_16,0.11882150857999652,32,17,0.048702991903883316,0.99992,1.63
19754330_18,19754330_17,0.11882150857999652,32,18,0.048702991903883316,0.99980,1.64
19754330_19,19754330_18,0.11882150857999652,32,19,0.048702991903883316,0.99992,1.64
19754330_20,19754330_19,0.11882150857999652,32,20,0.048702991903883316,0.99996,1.65
