uid,from_uid,dropout,embedding_size,epoch,lr,train f1,valid ppl
19759234_26,19759234_25,0.22509169300620915,32,26,0.01635823518687012,0.99880,1.67
19759234_27,19759234_26,0.22509169300620915,32,27,0.01635823518687012,0.99872,1.65
19759234_28,19759234_27,0.22509169300620915,32,28,0.01635823518687012,0.99868,1.66
19759234_29,19759234_28,0.22509169300620915,32,29,0.01635823518687012,0.99912,1.65
19759234_30,19759234_29,0.22509169300620915,32,30,0.01635823518687012,0.99880,1.66
19759234_31,19759234_30,0.22509169300620915,32,31,0.01635823518687012,0.99920,1.70
19759234_32,19759234_31,0.22509169300620915,32,32,0.01635823518687012,0.99916,1.67
19759234_33,19759234_32,0.22509169300620915,32,33,0.01635823518687012,0.99896,1.68
19759235_1,,0.33880065494887535,64,1,0.010439284742107206,0.57210,1.35
19759235_2,19759235_1,0.33880065494887535,64,2,0.010439284742107206,0.83787,1.17
19759235_3,19759235_2,0.33880065494887535,64,3,0.010439284742107206,0.91005,1.18
19759235_4,19759235_3,0.33880065494887535,64,4,0.010439284742107206,0.94202,1.21
19759235_5,19759235_4,0.33880065494887535,64,5,0.010439284742107206,0.96099,1.27
19759235_6,19759235_5,0.33880065494887535,64,6,0.010439284742107206,0.97687,1.31
19759235_7,19759235_6,0.33880065494887535,64,7,0.010439284742107206,0.98347,1.37
19759235_8,19759235_7,0.33880065494887535,64,8,0.010439284742107206,0.98716,1.40
19759235_9,19759235_8,0.33880065494887535,64,9,0.010439284742107206,0.98984,1.45
19759235_10,19759235_9,0.33880065494887535,64,10,0.010439284742107206,0.99164,1.50
19759235_11,19759235_10,0.33880065494887535,64,11,0.010439284742107206,0.99264,1.50
19759235_12,19759235_11,0.33880065494887535,64,12,0.010439284742107206,0.99336,1.53
19759235_13,19759235_12,0.33880065494887535,64,13,0.010439284742107206,0.99496,1.59
19759235_14,19759235_13,0.33880065494887535,64,14,0.010439284742107206,0.99532,1.59
19759236_1,,0.28973696526577186,16,1,0.0027938514656835885,0.50132,1.41
19759236_2,19759236_1,0.28973696526577186,16,2,0.0027938514656835885,0.52053,1.41
19759236_3,19759236_2,0.28973696526577186,16,3,0.0027938514656835885,0.55350,1.41
19759236_4,19759236_3,0.28973696526577186,16,4,0.0027938514656835885,0.61816,1.40
19759236_5,19759236_4,0.28973696526577186,16,5,0.0027938514656835885,0.71903,1.35
19759236_6,19759236_5,0.28973696526577186,16,6,0.0027938514656835885,0.78589,1.25
19759236_7,19759236_6,0.28973696526577186,16,7,0.0027938514656835885,0.82582,1.22
19759236_8,19759236_7,0.28973696526577186,16,8,0.0027938514656835885,0.84531,1.20
19759236_9,19759236_8,0.28973696526577186,16,9,0.0027938514656835885,0.86012,1.20
19759236_10,19759236_9,0.28973696526577186,16,10,0.0027938514656835885,0.86740,1.19
19759236_11,19759236_10,0.28973696526577186,16,11,0.0027938514656835885,0.87500,1.19
19759236_12,19759236_11,0.28973696526577186,16,12,0.0027938514656835885,0.87800,1.19
19759236_13,19759236_12,0.28973696526577186,16,13,0.0027938514656835885,0.88324,1.19
19759236_14,19759236_13,0.28973696526577186,16,14,0.0027938514656835885,0.88488,1.19
19759236_15,19759236_14,0.28973696526577186,16,15,0.0027938514656835885,0.88832,1.18
19759236_16,19759236_15,0.28973696526577186,16,16,0.0027938514656835885,0.88968,1.18
19759236_17,19759236_16,0.28973696526577186,16,17,0.0027938514656835885,0.89060,1.18
19759236_18,19759236_17,0.28973696526577186,16,18,0.0027938514656835885,0.89325,1.18
19759236_19,19759236_18,0.28973696526577186,16,19,0.0027938514656835885,0.89465,1.18
19759236_20,19759236_19,0.28973696526577186,16,20,0.0027938514656835885,0.89497,1.18
19759236_21,19759236_20,0.28973696526577186,16,21,0.0027938514656835885,0.89713,1.18
19759236_22,19759236_21,0.28973696526577186,16,22,0.0027938514656835885,0.89809,1.18
19759236_23,19759236_22,0.28973696526577186,16,23,0.0027938514656835885,0.89965,1.18
19759236_24,19759236_23,0.28973696526577186,16,24,0.0027938514656835885,0.89929,1.18
19759236_25,19759236_24,0.28973696526577186,16,25,0.0027938514656835885,0.90117,1.18
19759236_26,19759236_25,0.28973696526577186,16,26,0.0027938514656835885,0.90201,1.18
19759236_27,19759236_26,0.28973696526577186,16,27,0.0027938514656835885,0.90653,1.18
19759236_28,19759236_27,0.28973696526577186,16,28,0.0027938514656835885,0.90445,1.18
19759240_1,,0.21258557783572726,64,1,0.01024124533147429,0.59087,1.32
19759240_2,19759240_1,0.21258557783572726,64,2,0.01024124533147429,0.84687,1.17
19759240_3,19759240_2,0.21258557783572726,64,3,0.01024124533147429,0.91753,1.17
19759240_4,19759240_3,0.21258557783572726,64,4,0.01024124533147429,0.95238,1.21
19759247_1,,0.36232360970674116,8,1,0.006151801101489925,0.50004,1.41
19759247_2,19759247_1,0.36232360970674116,8,2,0.006151801101489925,0.50700,1.41
19759247_3,19759247_2,0.36232360970674116,8,3,0.006151801101489925,0.54954,1.41
19759247_4,19759247_3,0.36232360970674116,8,4,0.006151801101489925,0.64181,1.36
19759247_5,19759247_4,0.36232360970674116,8,5,0.006151801101489925,0.78757,1.22
19759247_6,19759247_5,0.36232360970674116,8,6,0.006151801101489925,0.83723,1.19
19759247_7,19759247_6,0.36232360970674116,8,7,0.006151801101489925,0.85303,1.18
19759247_8,19759247_7,0.36232360970674116,8,8,0.006151801101489925,0.86212,1.18
19759247_9,19759247_8,0.36232360970674116,8,9,0.006151801101489925,0.86836,1.18
19759247_10,19759247_9,0.36232360970674116,8,10,0.006151801101489925,0.86948,1.17
19759247_11,19759247_10,0.36232360970674116,8,11,0.006151801101489925,0.87756,1.17
19759247_12,19759247_11,0.36232360970674116,8,12,0.006151801101489925,0.88032,1.17
19759247_13,19759247_12,0.36232360970674116,8,13,0.006151801101489925,0.88056,1.17
19759247_14,19759247_13,0.36232360970674116,8,14,0.006151801101489925,0.88308,1.17
19759247_15,19759247_14,0.36232360970674116,8,15,0.006151801101489925,0.88876,1.17
19759247_16,19759247_15,0.36232360970674116,8,16,0.006151801101489925,0.88940,1.17
19759247_17,19759247_16,0.36232360970674116,8,17,0.006151801101489925,0.89008,1.17
19759247_18,19759247_17,0.36232360970674116,8,18,0.006151801101489925,0.89353,1.17
19759247_19,19759247_18,0.36232360970674116,8,19,0.006151801101489925,0.89333,1.17
19759247_20,19759247_19,0.36232360970674116,8,20,0.006151801101489925,0.89721,1.17
19759247_21,19759247_20,0.36232360970674116,8,21,0.006151801101489925,0.89493,1.17
19759247_22,19759247_21,0.36232360970674116,8,22,0.006151801101489925,0.89809,1.17
19759247_23,19759247_22,0.36232360970674116,8,23,0.006151801101489925,0.89913,1.16
19759247_24,19759247_23,0.36232360970674116,8,24,0.006151801101489925,0.90109,1.17
19759247_25,19759247_24,0.36232360970674116,8,25,0.006151801101489925,0.89825,1.16
19759247_26,19759247_25,0.36232360970674116,8,26,0.006151801101489925,0.90257,1.17
19759247_27,19759247_26,0.36232360970674116,8,27,0.006151801101489925,0.90473,1.16
19759247_28,19759247_27,0.36232360970674116,8,28,0.006151801101489925,0.90341,1.16
19759247_29,19759247_28,0.36232360970674116,8,29,0.006151801101489925,0.90453,1.17
19759247_30,19759247_29,0.36232360970674116,8,30,0.006151801101489925,0.90473,1.16
19759247_31,19759247_30,0.36232360970674116,8,31,0.006151801101489925,0.90517,1.16
19759247_32,19759247_31,0.36232360970674116,8,32,0.006151801101489925,0.90977,1.16
19759247_33,19759247_32,0.36232360970674116,8,33,0.006151801101489925,0.90817,1.16
19759247_34,19759247_33,0.36232360970674116,8,34,0.006151801101489925,0.90633,1.16
19759247_35,19759247_34,0.36232360970674116,8,35,0.006151801101489925,0.90733,1.16
19759247_36,19759247_35,0.36232360970674116,8,36,0.006151801101489925,0.90981,1.16
19759247_37,19759247_36,0.36232360970674116,8,37,0.006151801101489925,0.90957,1.16
19759247_38,19759247_37,0.36232360970674116,8,38,0.006151801101489925,0.91277,1.16
19759255_1,,0.22708550996347382,32,1,0.0014609712174356115,0.51637,1.41
19759255_2,19759255_1,0.22708550996347382,32,2,0.0014609712174356115,0.58875,1.41
19759255_3,19759255_2,0.22708550996347382,32,3,0.0014609712174356115,0.66733,1.39
19759255_4,19759255_3,0.22708550996347382,32,4,0.0014609712174356115,0.70439,1.37
19759255_5,19759255_4,0.22708550996347382,32,5,0.0014609712174356115,0.73732,1.34
19759255_6,19759255_5,0.22708550996347382,32,6,0.0014609712174356115,0.76456,1.31
19759255_7,19759255_6,0.22708550996347382,32,7,0.0014609712174356115,0.78221,1.28
19759255_8,19759255_7,0.22708550996347382,32,8,0.0014609712174356115,0.79826,1.27
19759255_9,19759255_8,0.22708550996347382,32,9,0.0014609712174356115,0.80926,1.25
19759255_10,19759255_9,0.22708550996347382,32,10,0.0014609712174356115,0.81894,1.24
19759255_11,19759255_10,0.22708550996347382,32,11,0.0014609712174356115,0.82598,1.23
19759255_12,19759255_11,0.22708550996347382,32,12,0.0014609712174356115,0.83403,1.23
19759255_13,19759255_12,0.22708550996347382,32,13,0.0014609712174356115,0.83991,1.22
19759255_14,19759255_13,0.22708550996347382,32,14,0.0014609712174356115,0.84195,1.22
19759255_15,19759255_14,0.22708550996347382,32,15,0.0014609712174356115,0.85011,1.21
19759255_16,19759255_15,0.22708550996347382,32,16,0.0014609712174356115,0.85175,1.21
19759255_17,19759255_16,0.22708550996347382,32,17,0.0014609712174356115,0.85399,1.21
19759255_18,19759255_17,0.22708550996347382,32,18,0.0014609712174356115,0.85599,1.21
19759255_19,19759255_18,0.22708550996347382,32,19,0.0014609712174356115,0.86072,1.20
19759255_20,19759255_19,0.22708550996347382,32,20,0.0014609712174356115,0.86188,1.20
19759255_21,19759255_20,0.22708550996347382,32,21,0.0014609712174356115,0.86280,1.20
19759255_22,19759255_21,0.22708550996347382,32,22,0.0014609712174356115,0.86544,1.20
19759255_23,19759255_22,0.22708550996347382,32,23,0.0014609712174356115,0.86772,1.20
19759255_24,19759255_23,0.22708550996347382,32,24,0.0014609712174356115,0.86940,1.20
19759255_25,19759255_24,0.22708550996347382,32,25,0.0014609712174356115,0.87092,1.20
19759255_26,19759255_25,0.22708550996347382,32,26,0.0014609712174356115,0.87216,1.19
19759255_27,19759255_26,0.22708550996347382,32,27,0.0014609712174356115,0.87264,1.19
19759255_28,19759255_27,0.22708550996347382,32,28,0.0014609712174356115,0.87472,1.19
19759255_29,19759255_28,0.22708550996347382,32,29,0.0014609712174356115,0.87464,1.19
19759255_30,19759255_29,0.22708550996347382,32,30,0.0014609712174356115,0.87580,1.19
19759255_31,19759255_30,0.22708550996347382,32,31,0.0014609712174356115,0.87816,1.19
19759258_1,,0.20968199167424245,8,1,0.0020754631383080764,0.50000,1.42
19759258_2,19759258_1,0.20968199167424245,8,2,0.0020754631383080764,0.50000,1.41
19759258_3,19759258_2,0.20968199167424245,8,3,0.0020754631383080764,0.50000,1.41
19759258_4,19759258_3,0.20968199167424245,8,4,0.0020754631383080764,0.50000,1.41
19759258_5,19759258_4,0.20968199167424245,8,5,0.0020754631383080764,0.51865,1.41
19759258_6,19759258_5,0.20968199167424245,8,6,0.0020754631383080764,0.58359,1.41
19759258_7,19759258_6,0.20968199167424245,8,7,0.0020754631383080764,0.61240,1.41
19759258_8,19759258_7,0.20968199167424245,8,8,0.0020754631383080764,0.62348,1.41
19759258_9,19759258_8,0.20968199167424245,8,9,0.0020754631383080764,0.62980,1.41
19759258_10,19759258_9,0.20968199167424245,8,10,0.0020754631383080764,0.64585,1.41
19759258_11,19759258_10,0.20968199167424245,8,11,0.0020754631383080764,0.65553,1.41
19759258_12,19759258_11,0.20968199167424245,8,12,0.0020754631383080764,0.66809,1.40
19759258_13,19759258_12,0.20968199167424245,8,13,0.0020754631383080764,0.67922,1.40
19759258_14,19759258_13,0.20968199167424245,8,14,0.0020754631383080764,0.68826,1.40
19759258_15,19759258_14,0.20968199167424245,8,15,0.0020754631383080764,0.69634,1.39
19759258_16,19759258_15,0.20968199167424245,8,16,0.0020754631383080764,0.70319,1.39
19759258_17,19759258_16,0.20968199167424245,8,17,0.0020754631383080764,0.71663,1.38
19759258_18,19759258_17,0.20968199167424245,8,18,0.0020754631383080764,0.72091,1.37
19759258_19,19759258_18,0.20968199167424245,8,19,0.0020754631383080764,0.72479,1.37
19759258_20,19759258_19,0.20968199167424245,8,20,0.0020754631383080764,0.72715,1.36
19759258_21,19759258_20,0.20968199167424245,8,21,0.0020754631383080764,0.72975,1.35
19759258_22,19759258_21,0.20968199167424245,8,22,0.0020754631383080764,0.73980,1.35
19759258_23,19759258_22,0.20968199167424245,8,23,0.0020754631383080764,0.74244,1.34
19759258_24,19759258_23,0.20968199167424245,8,24,0.0020754631383080764,0.74964,1.33
19759258_25,19759258_24,0.20968199167424245,8,25,0.0020754631383080764,0.75136,1.33
19759258_26,19759258_25,0.20968199167424245,8,26,0.0020754631383080764,0.75648,1.32
19759258_27,19759258_26,0.20968199167424245,8,27,0.0020754631383080764,0.75872,1.31
19759258_28,19759258_27,0.20968199167424245,8,28,0.0020754631383080764,0.76641,1.31
19759258_29,19759258_28,0.20968199167424245,8,29,0.0020754631383080764,0.76785,1.30
19759305_1,,0.11018538337841594,64,1,0.0030949350565098238,0.57827,1.39
19759305_2,19759305_1,0.11018538337841594,64,2,0.0030949350565098238,0.80854,1.18
19759305_3,19759305_2,0.11018538337841594,64,3,0.0030949350565098238,0.89813,1.16
19759305_4,19759305_3,0.11018538337841594,64,4,0.0030949350565098238,0.92157,1.16
19759305_5,19759305_4,0.11018538337841594,64,5,0.0030949350565098238,0.93474,1.16
19759305_6,19759305_5,0.11018538337841594,64,6,0.0030949350565098238,0.94354,1.17
19759305_7,19759305_6,0.11018538337841594,64,7,0.0030949350565098238,0.95002,1.17
19759305_8,19759305_7,0.11018538337841594,64,8,0.0030949350565098238,0.95655,1.18
19759305_9,19759305_8,0.11018538337841594,64,9,0.0030949350565098238,0.95723,1.18
19759305_10,19759305_9,0.11018538337841594,64,10,0.0030949350565098238,0.96203,1.18
19759305_11,19759305_10,0.11018538337841594,64,11,0.0030949350565098238,0.96355,1.19
19759305_12,19759305_11,0.11018538337841594,64,12,0.0030949350565098238,0.96711,1.19
19759305_13,19759305_12,0.11018538337841594,64,13,0.0030949350565098238,0.96807,1.20
19759305_14,19759305_13,0.11018538337841594,64,14,0.0030949350565098238,0.97159,1.20
19759305_15,19759305_14,0.11018538337841594,64,15,0.0030949350565098238,0.97251,1.20
19759324_1,,0.36783296286184175,16,1,0.004707873343073102,0.50028,1.41
19759324_2,19759324_1,0.36783296286184175,16,2,0.004707873343073102,0.54241,1.41
19759324_3,19759324_2,0.36783296286184175,16,3,0.004707873343073102,0.62020,1.37
19759324_4,19759324_3,0.36783296286184175,16,4,0.004707873343073102,0.78641,1.22
19759324_5,19759324_4,0.36783296286184175,16,5,0.004707873343073102,0.85071,1.20
19759324_6,19759324_5,0.36783296286184175,16,6,0.004707873343073102,0.87060,1.19
19759324_7,19759324_6,0.36783296286184175,16,7,0.004707873343073102,0.88192,1.19
19759324_8,19759324_7,0.36783296286184175,16,8,0.004707873343073102,0.88600,1.19
19759324_9,19759324_8,0.36783296286184175,16,9,0.004707873343073102,0.89389,1.19
19759324_10,19759324_9,0.36783296286184175,16,10,0.004707873343073102,0.89589,1.19
19759324_11,19759324_10,0.36783296286184175,16,11,0.004707873343073102,0.89977,1.19
19759324_12,19759324_11,0.36783296286184175,16,12,0.004707873343073102,0.90261,1.19
19759324_13,19759324_12,0.36783296286184175,16,13,0.004707873343073102,0.90705,1.19
19759324_14,19759324_13,0.36783296286184175,16,14,0.004707873343073102,0.91025,1.19
19759324_15,19759324_14,0.36783296286184175,16,15,0.004707873343073102,0.90997,1.19
19759324_16,19759324_15,0.36783296286184175,16,16,0.004707873343073102,0.91185,1.19
19759324_17,19759324_16,0.36783296286184175,16,17,0.004707873343073102,0.91221,1.19
19759324_18,19759324_17,0.36783296286184175,16,18,0.004707873343073102,0.91409,1.19
19759324_19,19759324_18,0.36783296286184175,16,19,0.004707873343073102,0.91709,1.19
19759324_20,19759324_19,0.36783296286184175,16,20,0.004707873343073102,0.91449,1.19
19759324_21,19759324_20,0.36783296286184175,16,21,0.004707873343073102,0.91657,1.19
19759324_22,19759324_21,0.36783296286184175,16,22,0.004707873343073102,0.91945,1.19
19759324_23,19759324_22,0.36783296286184175,16,23,0.004707873343073102,0.92153,1.19
19759330_1,,0.21520087097143098,16,1,0.0007853541071528934,0.49148,1.41
19759330_2,19759330_1,0.21520087097143098,16,2,0.0007853541071528934,0.50052,1.41
19759330_3,19759330_2,0.21520087097143098,16,3,0.0007853541071528934,0.50996,1.41
19759330_4,19759330_3,0.21520087097143098,16,4,0.0007853541071528934,0.51524,1.41
19759330_5,19759330_4,0.21520087097143098,16,5,0.0007853541071528934,0.53173,1.41
19759330_6,19759330_5,0.21520087097143098,16,6,0.0007853541071528934,0.55538,1.41
19759330_7,19759330_6,0.21520087097143098,16,7,0.0007853541071528934,0.58615,1.41
19759330_8,19759330_7,0.21520087097143098,16,8,0.0007853541071528934,0.61568,1.41
19759330_9,19759330_8,0.21520087097143098,16,9,0.0007853541071528934,0.64181,1.40
19759330_10,19759330_9,0.21520087097143098,16,10,0.0007853541071528934,0.65693,1.40
19759330_11,19759330_10,0.21520087097143098,16,11,0.0007853541071528934,0.67466,1.39
19759330_12,19759330_11,0.21520087097143098,16,12,0.0007853541071528934,0.68814,1.39
19759330_13,19759330_12,0.21520087097143098,16,13,0.0007853541071528934,0.69710,1.38
19759330_14,19759330_13,0.21520087097143098,16,14,0.0007853541071528934,0.70651,1.38
19759330_15,19759330_14,0.21520087097143098,16,15,0.0007853541071528934,0.71055,1.37
19759330_16,19759330_15,0.21520087097143098,16,16,0.0007853541071528934,0.71735,1.37
19759330_17,19759330_16,0.21520087097143098,16,17,0.0007853541071528934,0.72535,1.36
19759330_18,19759330_17,0.21520087097143098,16,18,0.0007853541071528934,0.73155,1.36
19759330_19,19759330_18,0.21520087097143098,16,19,0.0007853541071528934,0.73584,1.35
19759330_20,19759330_19,0.21520087097143098,16,20,0.0007853541071528934,0.74136,1.35
19759330_21,19759330_20,0.21520087097143098,16,21,0.0007853541071528934,0.74160,1.34
19759330_22,19759330_21,0.21520087097143098,16,22,0.0007853541071528934,0.74640,1.34
19759330_23,19759330_22,0.21520087097143098,16,23,0.0007853541071528934,0.75092,1.33
19759330_24,19759330_23,0.21520087097143098,16,24,0.0007853541071528934,0.75728,1.33
19759330_25,19759330_24,0.21520087097143098,16,25,0.0007853541071528934,0.75604,1.32
19759330_26,19759330_25,0.21520087097143098,16,26,0.0007853541071528934,0.75972,1.32
19759330_27,19759330_26,0.21520087097143098,16,27,0.0007853541071528934,0.76220,1.31
19759330_28,19759330_27,0.21520087097143098,16,28,0.0007853541071528934,0.76512,1.31
19759330_29,19759330_28,0.21520087097143098,16,29,0.0007853541071528934,0.76665,1.31
19759330_30,19759330_29,0.21520087097143098,16,30,0.0007853541071528934,0.77413,1.31
19759330_31,19759330_30,0.21520087097143098,16,31,0.0007853541071528934,0.77309,1.30
19759330_32,19759330_31,0.21520087097143098,16,32,0.0007853541071528934,0.77589,1.30
19759330_33,19759330_32,0.21520087097143098,16,33,0.0007853541071528934,0.77781,1.30
19759330_34,19759330_33,0.21520087097143098,16,34,0.0007853541071528934,0.77977,1.29
19759330_35,19759330_34,0.21520087097143098,16,35,0.0007853541071528934,0.78269,1.29
19759330_36,19759330_35,0.21520087097143098,16,36,0.0007853541071528934,0.78245,1.29
19759330_37,19759330_36,0.21520087097143098,16,37,0.0007853541071528934,0.78673,1.29
19759330_38,19759330_37,0.21520087097143098,16,38,0.0007853541071528934,0.78753,1.29
19759330_39,19759330_38,0.21520087097143098,16,39,0.0007853541071528934,0.78965,1.28
19759330_40,19759330_39,0.21520087097143098,16,40,0.0007853541071528934,0.79017,1.28
19759330_41,19759330_40,0.21520087097143098,16,41,0.0007853541071528934,0.79245,1.28
19759330_42,19759330_41,0.21520087097143098,16,42,0.0007853541071528934,0.79049,1.28
19759330_43,19759330_42,0.21520087097143098,16,43,0.0007853541071528934,0.79413,1.28
19759330_44,19759330_43,0.21520087097143098,16,44,0.0007853541071528934,0.79866,1.28
19759330_45,19759330_44,0.21520087097143098,16,45,0.0007853541071528934,0.79942,1.28
19759330_46,19759330_45,0.21520087097143098,16,46,0.0007853541071528934,0.80022,1.27
19759330_47,19759330_46,0.21520087097143098,16,47,0.0007853541071528934,0.80010,1.27
19759330_48,19759330_47,0.21520087097143098,16,48,0.0007853541071528934,0.80190,1.27
19759333_1,,0.31315104075484235,64,1,0.003058851513608144,0.50940,1.41
19759333_2,19759333_1,0.31315104075484235,64,2,0.003058851513608144,0.59115,1.40
19759333_3,19759333_2,0.31315104075484235,64,3,0.003058851513608144,0.72407,1.26
19759333_4,19759333_3,0.31315104075484235,64,4,0.003058851513608144,0.82554,1.19
19759333_5,19759333_4,0.31315104075484235,64,5,0.003058851513608144,0.87540,1.17
19759333_6,19759333_5,0.31315104075484235,64,6,0.003058851513608144,0.90185,1.17
19759333_7,19759333_6,0.31315104075484235,64,7,0.003058851513608144,0.91581,1.17
19759333_8,19759333_7,0.31315104075484235,64,8,0.003058851513608144,0.92914,1.18
19759333_9,19759333_8,0.31315104075484235,64,9,0.003058851513608144,0.93530,1.18
19759333_10,19759333_9,0.31315104075484235,64,10,0.003058851513608144,0.94326,1.18
19759333_11,19759333_10,0.31315104075484235,64,11,0.003058851513608144,0.94818,1.19
19759333_12,19759333_11,0.31315104075484235,64,12,0.003058851513608144,0.95323,1.20
19759333_13,19759333_12,0.31315104075484235,64,13,0.003058851513608144,0.95371,1.20
19759333_14,19759333_13,0.31315104075484235,64,14,0.003058851513608144,0.95719,1.21
19759333_15,19759333_14,0.31315104075484235,64,15,0.003058851513608144,0.95967,1.21
19759333_16,19759333_15,0.31315104075484235,64,16,0.003058851513608144,0.96179,1.22
19759333_17,19759333_16,0.31315104075484235,64,17,0.003058851513608144,0.96447,1.22
19759333_18,19759333_17,0.31315104075484235,64,18,0.003058851513608144,0.96603,1.22
19759333_19,19759333_18,0.31315104075484235,64,19,0.003058851513608144,0.96599,1.23
19759333_20,19759333_19,0.31315104075484235,64,20,0.003058851513608144,0.96979,1.23
19759333_21,19759333_20,0.31315104075484235,64,21,0.003058851513608144,0.97139,1.24
19759333_22,19759333_21,0.31315104075484235,64,22,0.003058851513608144,0.97075,1.25
19759331_1,,0.24864633084222806,32,1,0.003741792647629037,0.51969,1.41
19759331_2,19759331_1,0.24864633084222806,32,2,0.003741792647629037,0.67650,1.25
19759331_3,19759331_2,0.24864633084222806,32,3,0.003741792647629037,0.85507,1.18
19759331_4,19759331_3,0.24864633084222806,32,4,0.003741792647629037,0.89073,1.17
19759331_5,19759331_4,0.24864633084222806,32,5,0.003741792647629037,0.90501,1.17
19759331_6,19759331_5,0.24864633084222806,32,6,0.003741792647629037,0.91461,1.17
19759331_7,19759331_6,0.24864633084222806,32,7,0.003741792647629037,0.92041,1.17
19759331_8,19759331_7,0.24864633084222806,32,8,0.003741792647629037,0.92386,1.17
19759331_9,19759331_8,0.24864633084222806,32,9,0.003741792647629037,0.92798,1.17
19759331_10,19759331_9,0.24864633084222806,32,10,0.003741792647629037,0.92994,1.18
19759331_11,19759331_10,0.24864633084222806,32,11,0.003741792647629037,0.93330,1.18
19759331_12,19759331_11,0.24864633084222806,32,12,0.003741792647629037,0.93462,1.18
19759331_13,19759331_12,0.24864633084222806,32,13,0.003741792647629037,0.93754,1.18
19759331_14,19759331_13,0.24864633084222806,32,14,0.003741792647629037,0.93950,1.18
19759331_15,19759331_14,0.24864633084222806,32,15,0.003741792647629037,0.94166,1.18
19759331_16,19759331_15,0.24864633084222806,32,16,0.003741792647629037,0.94078,1.18
19759331_17,19759331_16,0.24864633084222806,32,17,0.003741792647629037,0.94322,1.18
19759331_18,19759331_17,0.24864633084222806,32,18,0.003741792647629037,0.94294,1.18
19759331_19,19759331_18,0.24864633084222806,32,19,0.003741792647629037,0.94554,1.18
19759331_20,19759331_19,0.24864633084222806,32,20,0.003741792647629037,0.94414,1.19
19759331_21,19759331_20,0.24864633084222806,32,21,0.003741792647629037,0.94694,1.19
19759331_22,19759331_21,0.24864633084222806,32,22,0.003741792647629037,0.94658,1.19
19759331_23,19759331_22,0.24864633084222806,32,23,0.003741792647629037,0.94814,1.19
19759335_1,,0.18368928165028514,32,1,0.0027204532600092987,0.50640,1.41
19759335_2,19759335_1,0.18368928165028514,32,2,0.0027204532600092987,0.54037,1.41
19759335_3,19759335_2,0.18368928165028514,32,3,0.0027204532600092987,0.64056,1.39
19759335_4,19759335_3,0.18368928165028514,32,4,0.0027204532600092987,0.77785,1.23
19759335_5,19759335_4,0.18368928165028514,32,5,0.0027204532600092987,0.85895,1.18
19759335_6,19759335_5,0.18368928165028514,32,6,0.0027204532600092987,0.88856,1.18
19759335_7,19759335_6,0.18368928165028514,32,7,0.0027204532600092987,0.90329,1.17
19759335_8,19759335_7,0.18368928165028514,32,8,0.0027204532600092987,0.91181,1.17
19759335_9,19759335_8,0.18368928165028514,32,9,0.0027204532600092987,0.91841,1.17
19759335_10,19759335_9,0.18368928165028514,32,10,0.0027204532600092987,0.92350,1.17
19759335_11,19759335_10,0.18368928165028514,32,11,0.0027204532600092987,0.92598,1.17
19759335_12,19759335_11,0.18368928165028514,32,12,0.0027204532600092987,0.93226,1.17
19759351_1,,0.13649163674711826,128,1,0.008974251804126716,0.61616,1.26
19759351_2,19759351_1,0.13649163674711826,128,2,0.008974251804126716,0.85439,1.17
19759351_3,19759351_2,0.13649163674711826,128,3,0.008974251804126716,0.91793,1.17
19759351_4,19759351_3,0.13649163674711826,128,4,0.008974251804126716,0.95475,1.22
19759351_5,19759351_4,0.13649163674711826,128,5,0.008974251804126716,0.97819,1.32
19759351_6,19759351_5,0.13649163674711826,128,6,0.008974251804126716,0.99136,1.40
19759351_7,19759351_6,0.13649163674711826,128,7,0.008974251804126716,0.99620,1.45
19759351_8,19759351_7,0.13649163674711826,128,8,0.008974251804126716,0.99832,1.51
19759351_9,19759351_8,0.13649163674711826,128,9,0.008974251804126716,0.99912,1.52
19759351_10,19759351_9,0.13649163674711826,128,10,0.008974251804126716,0.99956,1.57
19759351_11,19759351_10,0.13649163674711826,128,11,0.008974251804126716,0.99948,1.57
19759351_12,19759351_11,0.13649163674711826,128,12,0.008974251804126716,0.99988,1.58
19759414_1,,0.11233249760406439,16,1,0.0012401421363567523,0.51424,1.41
19759414_2,19759414_1,0.11233249760406439,16,2,0.0012401421363567523,0.54754,1.41
19759414_3,19759414_2,0.11233249760406439,16,3,0.0012401421363567523,0.57274,1.41
19759414_4,19759414_3,0.11233249760406439,16,4,0.0012401421363567523,0.59567,1.41
19759414_5,19759414_4,0.11233249760406439,16,5,0.0012401421363567523,0.62228,1.41
19759414_6,19759414_5,0.11233249760406439,16,6,0.0012401421363567523,0.64465,1.40
19759414_7,19759414_6,0.11233249760406439,16,7,0.0012401421363567523,0.66345,1.40
19759414_8,19759414_7,0.11233249760406439,16,8,0.0012401421363567523,0.67926,1.40
19759414_9,19759414_8,0.11233249760406439,16,9,0.0012401421363567523,0.69142,1.39
19759414_10,19759414_9,0.11233249760406439,16,10,0.0012401421363567523,0.70178,1.39
19759414_11,19759414_10,0.11233249760406439,16,11,0.0012401421363567523,0.71207,1.38
19759414_12,19759414_11,0.11233249760406439,16,12,0.0012401421363567523,0.71979,1.38
19759414_13,19759414_12,0.11233249760406439,16,13,0.0012401421363567523,0.72679,1.37
19759414_14,19759414_13,0.11233249760406439,16,14,0.0012401421363567523,0.73139,1.36
19759414_15,19759414_14,0.11233249760406439,16,15,0.0012401421363567523,0.73660,1.36
